year,week,date,target_year,target_week,target,age_now,age_target_week_last_year,age_roll4_mean,rain_mean_mm,rain_source_is_dhm,horizon,pred,champion,base_persistence,base_seasonal_naive,base_seasonal_plus_drift,base_4week_rolling_mean,pred_single
2025,20,2025-05-25,2025.0,23.0,780.0,819.0,731.0,633.0,58.746348710927165,0.0,3,715.4198934326093,Ensemble top-30,819.0,731.0,731.0,633.0,689.954833984375
2025,21,2025-06-01,2025.0,24.0,829.0,699.0,697.0,695.25,39.92450395273272,0.0,3,701.5955758661496,Ensemble top-30,699.0,697.0,697.0,695.25,692.307861328125
2025,22,2025-06-08,2025.0,25.0,760.0,692.0,677.0,700.75,36.91745418510418,0.0,3,701.1326340944781,Ensemble top-30,692.0,677.0,677.0,700.75,710.0311889648438
2025,23,2025-06-15,2025.0,26.0,654.0,780.0,624.0,712.25,55.56423461559678,0.0,3,679.7955801539639,Ensemble top-30,780.0,624.0,624.0,712.25,680.9784545898438
2025,24,2025-06-22,2025.0,27.0,598.0,829.0,554.0,747.5,93.11814899947764,0.0,3,636.8517967780909,Ensemble top-30,829.0,554.0,554.0,747.5,621.1165771484375
2025,25,2025-06-29,2025.0,28.0,544.0,760.0,559.0,750.0,80.78616159885173,0.0,3,631.464595741859,Ensemble top-30,760.0,559.0,559.0,750.0,618.23388671875
2025,26,2025-07-06,2025.0,29.0,580.0,654.0,603.0,765.25,52.85818516683482,0.0,3,639.9241539448766,Ensemble top-30,654.0,603.0,635.7411003236246,765.25,653.789306640625
2025,27,2025-07-13,2025.0,30.0,599.0,598.0,626.0,755.75,75.15339316646109,0.0,3,608.4156670740035,Ensemble top-30,598.0,626.0,664.114182475158,755.75,600.356201171875
2025,28,2025-07-20,2025.0,31.0,554.0,544.0,667.0,710.25,88.52470591714598,0.0,3,596.9014561286225,Ensemble top-30,544.0,667.0,721.1713332097164,710.25,577.05126953125
2025,29,2025-07-27,2025.0,32.0,513.0,580.0,622.0,639.0,46.57773146774315,0.0,3,585.4140857731079,Ensemble top-30,580.0,622.0,665.863583815029,639.0,617.3885498046875
2025,30,2025-08-03,2025.0,33.0,537.0,599.0,551.0,594.0,79.1333458938525,0.0,3,532.4532657101272,Ensemble top-30,599.0,551.0,587.0638839898098,594.0,545.1703491210938
2025,31,2025-08-10,2025.0,34.0,500.0,554.0,457.0,580.25,75.66606658378927,0.0,3,482.5459225284054,Ensemble top-30,554.0,457.0,481.60283967659234,580.25,507.8312072753906
2025,32,2025-08-17,2025.0,35.0,711.0,513.0,547.0,569.25,77.64883175851745,0.0,3,501.08274424900253,Ensemble top-30,513.0,547.0,559.1264230077891,569.25,478.3140563964844
2025,33,2025-08-24,2025.0,36.0,567.0,537.0,463.0,561.5,55.15515107865848,0.0,3,490.7212547655798,Ensemble top-30,537.0,463.0,450.79602595296024,561.5,523.7293090820312
2025,34,2025-08-31,2025.0,37.0,513.0,500.0,536.0,550.75,72.68089555990895,0.0,3,539.6147457350694,Ensemble top-30,500.0,536.0,510.6833125260092,550.75,557.40869140625
2025,35,2025-09-07,2025.0,38.0,371.0,711.0,399.0,526.0,35.509156217727885,0.0,3,479.5901834175802,Ensemble top-30,711.0,399.0,380.5938779909463,526.0,470.0768737792969
2025,36,2025-09-14,2025.0,39.0,358.0,567.0,374.0,565.25,82.1620014232242,0.0,3,427.04282804914345,Ensemble top-30,567.0,374.0,366.41018998272887,565.25,427.9956359863281
2025,37,2025-09-21,2025.0,40.0,325.0,513.0,352.0,578.75,73.57602506281972,0.0,3,391.01674259749313,Ensemble top-30,513.0,352.0,353.94003527336866,578.75,423.2206115722656
2025,38,2025-09-28,2025.0,41.0,395.0,371.0,270.0,572.75,5.15014215278183,0.0,3,313.2032236311872,Ensemble top-30,371.0,270.0,271.51040501230693,572.75,368.1827697753906
2025,39,2025-10-05,2025.0,42.0,316.0,358.0,350.0,540.5,150.96162703247592,0.0,3,337.5390182984735,Ensemble top-30,358.0,350.0,351.98019801980195,540.5,331.6618347167969
2025,40,2025-10-12,2025.0,43.0,202.0,325.0,286.0,452.25,1.1417534712032922,0.0,3,308.9875353287813,Ensemble top-30,325.0,286.0,294.7632311977716,452.25,304.5165100097656
2025,41,2025-10-19,2025.0,44.0,288.0,395.0,316.0,391.75,0.0,0.0,3,328.43048585780247,Ensemble top-30,395.0,316.0,333.436259853221,391.75,318.7571716308594
2025,42,2025-10-26,2025.0,45.0,234.0,316.0,290.0,362.25,0.0,0.0,3,309.8319466500552,Ensemble top-30,316.0,290.0,319.1877575044143,362.25,275.2661437988281
2025,43,2025-11-02,2025.0,46.0,240.0,202.0,255.0,348.5,79.64147937592307,0.0,3,221.71416679119721,Ensemble top-30,202.0,255.0,275.5332725615315,348.5,208.4952087402344
2025,45,2025-11-16,2025.0,48.0,235.0,234.0,295.0,300.25,0.0,0.0,3,259.6646493411094,Ensemble top-30,234.0,295.0,283.23274366978836,300.25,218.61471557617188
2025,46,2025-11-23,2025.0,49.0,247.0,240.0,273.0,260.0,0.0,0.0,3,251.43644516691907,Ensemble top-30,240.0,273.0,257.67804323094424,260.0,241.4916534423828
