year,week,date,target_year,target_week,target,age_now,age_target_week_last_year,age_roll4_mean,rain_mean_mm,rain_source_is_dhm,horizon,pred,champion,base_persistence,base_seasonal_naive,base_seasonal_plus_drift,base_4week_rolling_mean,pred_single
2024,34,2024-09-01,2024.0,38.0,399.0,457.0,322.0,616.5,33.808004123235094,0.0,4,400.9077229658739,Ensemble top-30,457.0,322.0,322.0,616.5,474.307861328125
2024,35,2024-09-08,2024.0,39.0,374.0,547.0,295.0,574.25,32.76203719739054,0.0,4,387.3112237014132,Ensemble top-30,547.0,295.0,295.0,574.25,483.3880004882813
2024,36,2024-09-15,2024.0,40.0,352.0,463.0,260.0,544.25,38.103015356796234,0.0,4,320.5597802382775,Ensemble top-30,463.0,260.0,260.0,544.25,341.1918029785156
2024,37,2024-09-22,2024.0,41.0,270.0,536.0,211.0,504.5,15.354331579658703,0.0,4,309.0624454481628,Ensemble top-30,536.0,211.0,211.0,504.5,341.2876892089844
2024,38,2024-09-29,2024.0,42.0,350.0,399.0,170.0,500.75,276.55679912899444,0.0,4,258.52961639044565,Ensemble top-30,399.0,170.0,170.0,500.75,287.6241455078125
2024,39,2024-10-06,2024.0,43.0,286.0,374.0,198.0,486.25,23.98298102395857,0.0,4,272.9327482584963,Ensemble top-30,374.0,198.0,198.0,486.25,309.04290771484375
2024,40,2024-10-13,2024.0,44.0,316.0,352.0,134.0,443.0,0.4092676069436202,0.0,4,218.7538582486896,Ensemble top-30,352.0,134.0,134.0,443.0,249.3123779296875
2024,41,2024-10-20,2024.0,45.0,290.0,270.0,134.0,415.25,13.330715136277822,0.0,4,173.873076695395,Ensemble top-30,270.0,134.0,134.0,415.25,174.8123016357422
2024,42,2024-10-27,2024.0,46.0,255.0,350.0,138.0,348.75,0.3998615440359673,0.0,4,218.29025310405592,Ensemble top-30,350.0,138.0,186.45089463220677,348.75,267.250732421875
2024,43,2024-11-03,2024.0,47.0,277.0,286.0,194.0,336.5,0.0028890409183684,0.0,4,237.45750875193445,Ensemble top-30,286.0,194.0,273.0769888793841,336.5,277.2818908691406
2024,45,2024-11-17,2024.0,49.0,273.0,290.0,174.0,305.5,0.0,0.0,4,234.19712468938846,Ensemble top-30,290.0,174.0,266.12307692307695,305.5,265.55364990234375
2024,46,2024-11-24,2024.0,50.0,271.0,255.0,193.0,310.5,0.0,0.0,4,223.27760707302562,Ensemble top-30,255.0,193.0,295.20939675174014,310.5,219.35704040527344
2024,47,2024-12-01,2024.0,51.0,238.0,277.0,201.0,286.75,0.0,0.0,4,244.0572545472191,Ensemble top-30,277.0,201.0,325.3850649350649,286.75,266.48822021484375
2024,48,2024-12-08,2024.0,52.0,316.0,295.0,206.0,284.5,0.0,0.0,4,247.65686014262272,Ensemble top-30,295.0,206.0,342.99930507296733,284.5,226.19732666015625
2025,14,2025-04-13,2025.0,18.0,646.0,472.0,651.0,415.25,41.610988761174085,0.0,4,556.4353864241996,Ensemble top-30,472.0,651.0,651.0,415.25,471.5259094238281
2025,15,2025-04-20,2025.0,19.0,639.0,559.0,696.0,444.75,21.258053627350577,0.0,4,617.475719289532,Ensemble top-30,559.0,696.0,696.0,444.75,582.0537109375
2025,16,2025-04-27,2025.0,20.0,819.0,570.0,762.0,486.0,6.6969386757757485,0.0,4,641.482536283119,Ensemble top-30,570.0,762.0,762.0,486.0,590.1635131835938
2025,17,2025-05-04,2025.0,21.0,699.0,677.0,690.0,511.75,26.341894675392915,0.0,4,680.8422135489443,Ensemble top-30,677.0,690.0,690.0,511.75,643.9562377929688
2025,18,2025-05-11,2025.0,22.0,692.0,646.0,658.0,569.5,11.58986160498609,0.0,4,657.3446246946966,Ensemble top-30,646.0,658.0,658.0,569.5,672.0865478515625
2025,19,2025-05-18,2025.0,23.0,780.0,639.0,731.0,613.0,43.68760633008741,0.0,4,699.92826208215,Ensemble top-30,639.0,731.0,731.0,613.0,699.9129638671875
2025,20,2025-05-25,2025.0,24.0,829.0,819.0,697.0,633.0,58.746348710927165,0.0,4,696.7240349431935,Ensemble top-30,819.0,697.0,697.0,633.0,679.663818359375
2025,21,2025-06-01,2025.0,25.0,760.0,699.0,677.0,695.25,39.92450395273272,0.0,4,699.3992275346117,Ensemble top-30,699.0,677.0,677.0,695.25,672.48046875
2025,22,2025-06-08,2025.0,26.0,654.0,692.0,624.0,700.75,36.91745418510418,0.0,4,665.8354787702884,Ensemble top-30,692.0,624.0,624.0,700.75,671.0843505859375
2025,23,2025-06-15,2025.0,27.0,598.0,780.0,554.0,712.25,55.56423461559678,0.0,4,626.8070708943462,Ensemble top-30,780.0,554.0,554.0,712.25,640.8120727539062
2025,24,2025-06-22,2025.0,28.0,544.0,829.0,559.0,747.5,93.11814899947764,0.0,4,624.0075676668915,Ensemble top-30,829.0,559.0,559.0,747.5,630.9845581054688
2025,25,2025-06-29,2025.0,29.0,580.0,760.0,603.0,750.0,80.78616159885173,0.0,4,632.776316648022,Ensemble top-30,760.0,603.0,603.0,750.0,612.535888671875
2025,26,2025-07-06,2025.0,30.0,599.0,654.0,626.0,765.25,52.85818516683482,0.0,4,623.6815192132298,Ensemble top-30,654.0,626.0,659.989931679252,765.25,627.2211303710938
2025,27,2025-07-13,2025.0,31.0,554.0,598.0,667.0,755.75,75.15339316646109,0.0,4,638.0978015744423,Ensemble top-30,598.0,667.0,707.6104787714544,755.75,644.763671875
2025,28,2025-07-20,2025.0,32.0,513.0,544.0,622.0,710.25,88.52470591714598,0.0,4,573.2691761150068,Ensemble top-30,544.0,622.0,672.516595586872,710.25,562.1590576171875
2025,29,2025-07-27,2025.0,33.0,537.0,580.0,551.0,639.0,46.57773146774315,0.0,4,550.2550996455807,Ensemble top-30,580.0,551.0,589.856647398844,639.0,618.498046875
2025,30,2025-08-03,2025.0,34.0,500.0,599.0,457.0,594.0,79.1333458938525,0.0,4,500.09053313846135,Ensemble top-30,599.0,457.0,486.91142465216535,594.0,538.683349609375
2025,31,2025-08-10,2025.0,35.0,711.0,554.0,547.0,580.25,75.66606658378927,0.0,4,525.9680190391097,Ensemble top-30,554.0,547.0,576.4480378623545,580.25,522.8934936523438
2025,32,2025-08-17,2025.0,36.0,567.0,513.0,463.0,569.25,77.64883175851745,0.0,4,513.4554579407137,Ensemble top-30,513.0,463.0,473.26423007789094,569.25,581.1000366210938
2025,33,2025-08-24,2025.0,37.0,513.0,537.0,536.0,561.5,55.15515107865848,0.0,4,536.1202879605279,Ensemble top-30,537.0,536.0,521.8718572587186,561.5,526.1817626953125
2025,34,2025-08-31,2025.0,38.0,371.0,500.0,399.0,550.75,72.68089555990895,0.0,4,455.2906772240968,Ensemble top-30,500.0,399.0,380.1541822721598,550.75,491.7305908203125
2025,35,2025-09-07,2025.0,39.0,358.0,711.0,374.0,526.0,35.509156217727885,0.0,4,431.6696553459005,Ensemble top-30,711.0,374.0,356.74714378098724,526.0,430.7636413574219
2025,36,2025-09-14,2025.0,40.0,325.0,567.0,352.0,565.25,82.1620014232242,0.0,4,407.1166035766358,Ensemble top-30,567.0,352.0,344.8566493955095,565.25,446.0065307617187
2025,37,2025-09-21,2025.0,41.0,395.0,513.0,270.0,578.75,73.57602506281972,0.0,4,338.4586263643517,Ensemble top-30,513.0,270.0,271.48809523809524,578.75,395.7232666015625
2025,38,2025-09-28,2025.0,42.0,316.0,371.0,350.0,572.75,5.15014215278183,0.0,4,348.25033323600644,Ensemble top-30,371.0,350.0,351.9579324233609,572.75,352.59002685546875
2025,39,2025-10-05,2025.0,43.0,202.0,358.0,286.0,540.5,150.96162703247592,0.0,4,315.26206364797946,Ensemble top-30,358.0,286.0,287.6181046676096,540.5,325.4068603515625
2025,40,2025-10-12,2025.0,44.0,288.0,325.0,316.0,452.25,1.1417534712032922,0.0,4,289.4832276272351,Ensemble top-30,325.0,316.0,325.6824512534819,452.25,258.6641845703125
2025,41,2025-10-19,2025.0,45.0,234.0,395.0,290.0,391.75,0.0,0.0,4,307.2655787785863,Ensemble top-30,395.0,290.0,306.00163087795596,391.75,329.0094299316406
2025,42,2025-10-26,2025.0,46.0,240.0,316.0,255.0,362.25,0.0,0.0,4,275.7097849403708,Ensemble top-30,316.0,255.0,280.6650971159505,362.25,289.75531005859375
2025,44,2025-11-09,2025.0,48.0,235.0,288.0,295.0,309.5,0.550906664402611,0.0,4,267.1964029993318,Ensemble top-30,288.0,295.0,296.6551155115512,309.5,264.5656433105469
2025,45,2025-11-16,2025.0,49.0,247.0,234.0,273.0,300.25,0.0,0.0,4,233.21774379669537,Ensemble top-30,234.0,273.0,262.1103017689906,300.25,194.9447021484375
2025,46,2025-11-23,2025.0,50.0,272.0,240.0,271.0,260.0,0.0,0.0,4,241.9458649209845,Ensemble top-30,240.0,271.0,255.79029199848313,260.0,214.0949249267578
