year,week,date,horizon,target_year,target_week,target,rain_mean_mm,rain_max_mm,rain_std_mm,wet_days,max_daily_mm,rain_source_is_dhm,temp_c_mean,temp_c_max,humidity_pct_mean,nasa_rain_sum,age_now,age_lag1,age_lag2,age_lag3,age_lag4,age_roll4_mean,age_roll4_std,age_roll8_mean,age_diff1,age_diff2,age_now_last_year,age_yoy_ratio,rain_mean_lag1,rain_mean_lag2,rain_mean_lag3,rain_mean_lag4,rain_mean_roll3,rain_mean_roll6,max_daily_lag1,max_daily_lag2,wet_days_roll3,temp_lag1,humidity_lag1,humidity_roll3,tgt_week_of_year,tgt_sin,tgt_cos,tgt_is_monsoon,age_target_week_last_year
2021,15,2021-04-25,4,2021.0,19.0,28.0,13.206521739130435,26.110000000000003,6.213276553767492,1.6521739130434785,17.6,1.0,22.544285714285714,23.96,35.137142857142855,14.66,284.0,349.0,343.0,292.0,285.0,317.25,33.410327744576215,253.875,-65.0,-59.0,,,21.46695652173913,2.9039130434782607,11.16304347826087,0.0447826086956521,37.57739130434783,48.872608695652175,66.5,11.8,4.130434782608696,23.177142857142854,28.564285714285713,27.960952380952378,19.0,0.7485107481711013,-0.6631226582407951,0.0,
2021,16,2021-05-02,4,2021.0,20.0,25.0,31.39695652173913,91.1,20.603406698624692,2.260869565217391,48.0,1.0,23.428571428571427,24.52,37.25,12.4,238.0,284.0,349.0,343.0,292.0,317.0,33.73425558686599,272.75,-46.0,-111.0,,,13.206521739130435,21.46695652173913,2.9039130434782607,11.16304347826087,66.0704347826087,80.18217391304348,17.6,66.5,5.869565217391305,22.544285714285714,35.137142857142855,33.65047619047619,20.0,0.6631226582407952,-0.7485107481711012,0.0,
2021,17,2021-05-09,4,2021.0,21.0,33.0,21.593913043478263,70.02000000000001,18.524854738512904,2.3043478260869565,35.5,1.0,20.868571428571425,22.24,58.98142857142857,28.49,230.0,238.0,284.0,349.0,343.0,303.5,52.60228131934963,277.375,-8.0,-54.0,,,31.39695652173913,13.206521739130435,21.46695652173913,2.9039130434782607,66.19739130434783,101.7313043478261,48.0,17.6,6.217391304347826,23.428571428571427,37.25,43.78952380952381,21.0,0.5680647467311558,-0.8229838658936564,0.0,
2021,18,2021-05-16,4,2021.0,22.0,34.0,16.41913043478261,45.21,9.893736729982937,2.391304347826087,25.1,1.0,21.60571428571429,24.48,54.10142857142857,28.35,79.0,230.0,238.0,284.0,349.0,275.25,54.62218718921215,282.0,-151.0,-159.0,,,21.593913043478263,31.39695652173913,13.206521739130435,21.46695652173913,69.41000000000001,106.98739130434782,35.5,48.0,6.956521739130435,20.868571428571425,58.98142857142857,50.11095238095238,22.0,0.46472317204376906,-0.8854560256532096,1.0,
2021,19,2021-05-23,4,2021.0,23.0,74.0,17.795217391304345,100.9,18.792334962949223,2.3043478260869565,23.4,1.0,23.88714285714286,25.32,55.83571428571429,22.82,28.0,79.0,230.0,238.0,284.0,207.75,89.07066483042176,262.5,-51.0,-202.0,,,16.41913043478261,21.593913043478263,31.39695652173913,13.206521739130435,55.80826086956522,121.87869565217392,25.1,35.5,7.0,21.60571428571429,54.10142857142857,56.30619047619047,23.0,0.35460488704253584,-0.9350162426854147,1.0,
2021,20,2021-05-30,4,2021.0,24.0,53.0,93.53826086956522,133.3,16.777565825225153,4.304347826086956,65.1,1.0,23.610000000000003,26.1,71.37571428571428,115.02,25.0,28.0,79.0,230.0,238.0,143.75,106.32144656653237,230.375,-3.0,-54.0,,,17.795217391304345,16.41913043478261,21.593913043478263,31.39695652173913,127.75260869565217,193.95,23.4,25.1,9.0,23.88714285714286,55.83571428571429,60.437619047619044,24.0,0.23931566428755768,-0.970941817426052,1.0,
2021,21,2021-06-06,4,2021.0,25.0,79.0,17.004347826086956,91.5,21.54885734707126,1.434782608695652,33.0,1.0,23.73428571428571,24.89,70.91714285714286,9.76,33.0,25.0,28.0,79.0,230.0,90.5,96.24448036121343,197.0,8.0,5.0,,,93.53826086956522,17.795217391304345,16.41913043478261,21.593913043478263,128.3378260869565,197.74782608695654,65.1,23.4,8.043478260869565,23.610000000000003,71.37571428571428,66.04285714285714,25.0,0.12053668025532308,-0.992708874098054,1.0,
2021,22,2021-06-13,4,2021.0,26.0,88.0,61.44347826086957,228.51,51.695210751330784,4.086956521739131,79.2,1.0,23.261428571428574,25.02,79.93285714285715,63.290000000000006,34.0,33.0,25.0,28.0,79.0,41.25,25.382080292994065,158.25,1.0,9.0,,,17.004347826086956,93.53826086956522,17.795217391304345,16.41913043478261,171.98608695652175,227.79434782608695,33.0,65.1,9.826086956521738,23.73428571428571,70.91714285714286,74.07523809523809,26.0,-3.216245299353273e-16,-1.0,1.0,
2021,23,2021-06-20,4,2021.0,27.0,86.0,76.68434782608696,154.2,38.33022470181592,5.782608695652174,72.2,1.0,22.537142857142857,23.02,87.29714285714286,56.46,74.0,34.0,33.0,25.0,28.0,30.0,4.242640687118996,118.875,40.0,41.0,,,61.44347826086957,17.004347826086956,93.53826086956522,17.795217391304345,155.1321739130435,282.8847826086957,79.2,33.0,11.304347826086957,23.261428571428574,79.93285714285715,79.38238095238096,27.0,-0.12053668025532283,-0.992708874098054,1.0,
2021,24,2021-06-27,4,2021.0,28.0,88.0,96.60652173913044,260.3,58.831464494983514,4.478260869565218,105.0,1.0,22.75,23.29,89.83714285714287,57.71,53.0,74.0,34.0,33.0,25.0,41.5,22.03784623475407,92.625,-21.0,19.0,,,76.68434782608696,61.44347826086957,17.004347826086956,93.53826086956522,234.73434782608697,363.07217391304346,72.2,79.2,14.347826086956523,22.537142857142857,87.29714285714286,85.68904761904763,28.0,-0.23931566428755743,-0.9709418174260521,1.0,
2021,25,2021-07-04,4,2021.0,29.0,96.0,161.07434782608695,190.1,23.52423002818524,5.956521739130435,95.1,1.0,22.624285714285715,23.2,91.37571428571428,123.37,79.0,53.0,74.0,34.0,33.0,48.5,19.330459556530574,69.5,26.0,5.0,,,96.60652173913044,76.68434782608696,61.44347826086957,17.004347826086956,334.3652173913043,506.3513043478261,105.0,72.2,16.217391304347828,22.75,89.83714285714287,89.50333333333333,29.0,-0.3546048870425356,-0.9350162426854148,1.0,
2021,26,2021-07-11,4,2021.0,30.0,70.0,106.04695652173912,224.4,45.02281365493625,5.086956521739131,91.4,1.0,22.67142857142857,22.98,92.03428571428572,75.93,88.0,79.0,53.0,74.0,34.0,60.0,20.672042311618146,50.625,9.0,35.0,,,161.07434782608695,96.60652173913044,76.68434782608696,61.44347826086957,363.7278260869565,518.86,95.1,105.0,15.521739130434783,22.624285714285715,91.37571428571428,91.08238095238096,30.0,-0.46472317204376806,-0.8854560256532101,1.0,
2021,27,2021-07-18,4,2021.0,31.0,81.0,80.33739130434783,130.6,35.606240287775826,5.913043478260869,65.0,1.0,22.701428571428572,23.55,90.5085714285714,74.00999999999999,86.0,88.0,79.0,53.0,74.0,73.5,14.843629385474795,51.75,-2.0,7.0,,,106.04695652173912,161.07434782608695,96.60652173913044,76.68434782608696,347.4586956521739,582.1930434782608,91.4,95.1,16.956521739130437,22.67142857142857,92.03428571428572,91.30619047619047,31.0,-0.5680647467311556,-0.8229838658936565,1.0,
2021,28,2021-07-25,4,2021.0,32.0,62.0,97.0795652173913,215.4,47.05811044754433,5.6521739130434785,76.5,1.0,23.352857142857143,24.29,89.20142857142856,79.13,88.0,86.0,88.0,79.0,53.0,76.5,16.134848413707854,59.0,2.0,0.0,,,80.33739130434783,106.04695652173912,161.07434782608695,96.60652173913044,283.46391304347827,617.8291304347825,65.0,91.4,16.652173913043477,22.701428571428572,90.5085714285714,90.58142857142856,32.0,-0.663122658240795,-0.7485107481711013,1.0,
2021,29,2021-08-01,4,2021.0,33.0,76.0,96.21391304347826,168.4,30.776571481792978,6.260869565217392,85.2,1.0,23.035714285714285,23.21,90.0442857142857,76.07,96.0,88.0,86.0,88.0,79.0,85.25,4.272001872658477,66.875,8.0,10.0,,,97.0795652173913,80.33739130434783,106.04695652173912,161.07434782608695,273.6308695652174,637.358695652174,76.5,65.0,17.82608695652174,23.352857142857143,89.20142857142856,89.91809523809523,33.0,-0.7485107481711011,-0.6631226582407952,1.0,
2021,30,2021-08-08,4,2021.0,34.0,55.0,72.78434782608696,353.79999999999995,76.32276050527945,4.956521739130435,140.1,1.0,23.045714285714286,24.16,88.27285714285713,97.74,70.0,96.0,88.0,86.0,88.0,89.5,4.434711565216415,74.75,-26.0,-18.0,,,96.21391304347826,97.0795652173913,80.33739130434783,106.04695652173912,266.0778260869565,613.5365217391304,85.2,76.5,16.869565217391305,23.035714285714285,90.0442857142857,89.17285714285714,34.0,-0.8229838658936564,-0.5680647467311559,1.0,
2021,31,2021-08-15,4,2021.0,35.0,82.0,79.86260869565218,209.0,38.61850501053882,4.869565217391305,94.4,1.0,23.021428571428572,23.26,92.20142857142856,87.1,81.0,70.0,96.0,88.0,86.0,85.0,10.89342309224535,79.25,11.0,-15.0,,,72.78434782608696,96.21391304347826,97.0795652173913,80.33739130434783,248.8608695652174,532.3247826086956,140.1,85.2,16.086956521739133,23.045714285714286,88.27285714285713,90.17285714285714,35.0,-0.8854560256532096,-0.4647231720437691,1.0,
2021,32,2021-08-22,4,2021.0,36.0,80.0,83.02217391304347,365.2,73.41981977619108,5.217391304347826,82.1,1.0,22.132857142857144,22.99,92.47571428571428,55.19,62.0,81.0,70.0,96.0,88.0,83.75,11.026483271348617,80.125,-19.0,-8.0,,,79.86260869565218,72.78434782608696,96.21391304347826,97.0795652173913,235.66913043478263,509.3,94.4,140.1,15.043478260869566,23.021428571428572,92.20142857142856,90.98333333333333,36.0,-0.9350162426854147,-0.3546048870425359,1.0,
2021,33,2021-08-29,4,2021.0,37.0,74.0,121.08869565217393,162.8,24.259693152587637,6.391304347826087,75.0,1.0,22.041428571428572,22.47,94.31,124.32,76.0,62.0,81.0,70.0,96.0,77.25,14.728091073410166,81.25,14.0,-5.0,,,83.02217391304347,79.86260869565218,72.78434782608696,96.21391304347826,283.97347826086957,550.0513043478261,82.1,94.4,16.47826086956522,22.132857142857144,92.47571428571428,92.99571428571427,37.0,-0.970941817426052,-0.23931566428755774,1.0,
2021,34,2021-09-05,4,2021.0,38.0,77.0,73.26434782608695,233.3,54.48091332384939,4.869565217391305,114.4,1.0,21.951428571428572,22.94,91.50714285714284,48.6,55.0,76.0,62.0,81.0,70.0,72.25,8.180260794538533,80.875,-21.0,-7.0,,,121.08869565217393,83.02217391304347,79.86260869565218,72.78434782608696,277.3752173913044,526.2360869565217,75.0,82.1,16.47826086956522,22.041428571428572,94.31,92.76428571428569,38.0,-0.992708874098054,-0.12053668025532357,1.0,
2021,35,2021-09-12,4,2021.0,39.0,92.0,96.10478260869564,238.82,56.115939630664755,4.826086956521739,146.2,1.0,22.06,23.06,90.17857142857144,59.15,82.0,55.0,76.0,62.0,81.0,68.5,12.069244660154347,76.75,27.0,6.0,,,73.26434782608695,121.08869565217393,83.02217391304347,79.86260869565218,290.4578260869565,526.1269565217392,114.4,75.0,16.086956521739133,21.951428571428572,91.50714285714284,91.99857142857142,39.0,-1.0,-1.8369701987210297e-16,1.0,
2021,36,2021-09-19,4,2021.0,40.0,132.0,24.995217391304347,112.1,21.09663994564175,4.130434782608695,32.0,1.0,21.765714285714285,23.06,89.1842857142857,18.66,80.0,82.0,55.0,76.0,62.0,68.75,12.419742348374122,76.25,-2.0,25.0,,,96.10478260869564,73.26434782608695,121.08869565217393,83.02217391304347,194.36434782608694,478.3378260869565,146.2,114.4,13.82608695652174,22.06,90.17857142857144,90.29,40.0,-0.992708874098054,0.1205366802553232,0.0,
2021,37,2021-09-26,4,2021.0,41.0,78.0,64.41217391304347,147.21,38.431818015394214,3.695652173913043,61.4,1.0,21.85571428571429,22.48,90.53,33.12,74.0,80.0,82.0,55.0,76.0,73.25,12.419742348374122,75.25,-6.0,-8.0,,,24.995217391304347,96.10478260869564,73.26434782608695,121.08869565217393,185.51217391304345,462.88739130434783,32.0,146.2,12.652173913043477,21.765714285714285,89.1842857142857,89.96428571428572,41.0,-0.9709418174260521,0.23931566428755738,0.0,
2021,38,2021-10-03,4,2021.0,42.0,78.0,35.95869565217391,72.6,20.83497677733894,3.608695652173913,43.5,1.0,21.154285714285713,22.28,89.02285714285713,36.98,77.0,74.0,80.0,82.0,55.0,72.75,12.311918344974956,72.5,3.0,-3.0,,,64.41217391304347,24.995217391304347,96.10478260869564,73.26434782608695,125.36608695652174,415.8239130434783,61.4,32.0,11.434782608695652,21.85571428571429,90.53,89.57904761904761,42.0,-0.9350162426854148,0.35460488704253557,0.0,
2021,39,2021-10-10,4,2021.0,43.0,89.0,17.695652173913043,84.81,19.48556711239628,1.434782608695652,84.8,1.0,21.15285714285714,21.43,91.91428571428573,24.04,92.0,77.0,74.0,80.0,82.0,78.25,3.499999999999642,73.375,15.0,18.0,,,35.95869565217391,64.41217391304347,24.995217391304347,96.10478260869564,118.06652173913042,312.43086956521734,43.5,61.4,8.739130434782608,21.154285714285713,89.02285714285713,90.48904761904764,43.0,-0.8854560256532101,0.464723172043768,0.0,
2021,40,2021-10-17,4,2021.0,44.0,51.0,8.240869565217391,83.3,18.39021476789997,0.782608695652174,55.3,1.0,22.228571428571428,23.07,86.59142857142857,18.8,132.0,92.0,77.0,74.0,80.0,80.75,7.889866919029592,74.75,40.0,55.0,,,17.695652173913043,35.95869565217391,64.41217391304347,24.995217391304347,61.89521739130434,247.4073913043478,84.8,43.5,5.826086956521739,21.15285714285714,91.91428571428573,89.17619047619047,44.0,-0.822983865893657,0.5680647467311548,0.0,
2021,41,2021-10-24,4,2021.0,45.0,55.0,32.00217391304348,129.4,24.70470970124775,3.3043478260869565,51.1,1.0,19.12,20.54,91.06285714285715,59.150000000000006,78.0,132.0,92.0,77.0,74.0,93.75,26.68801229016499,83.5,-54.0,-14.0,,,8.240869565217391,17.695652173913043,35.95869565217391,64.41217391304347,57.93869565217391,183.30478260869566,55.3,84.8,5.521739130434783,22.228571428571428,86.59142857142857,89.85619047619048,45.0,-0.7485107481711011,0.6631226582407953,0.0,
2021,42,2021-10-31,4,2021.0,46.0,69.0,4.280434782608696,24.2,7.586518232580781,0.4347826086956521,24.2,1.0,17.674285714285713,18.1,84.95142857142856,0.35,78.0,78.0,132.0,92.0,77.0,94.75,25.76011128340347,83.75,0.0,-54.0,,,32.00217391304348,8.240869565217391,17.695652173913043,35.95869565217391,44.52347826086957,162.59,51.1,55.3,4.521739130434782,19.12,91.06285714285715,87.53523809523809,46.0,-0.6631226582407956,0.7485107481711007,0.0,
2021,43,2021-11-07,4,2021.0,47.0,64.0,0.0004347826086956,0.01,0.0020851441405707,0.0,0.01,1.0,15.854285714285714,16.5,80.23857142857142,0.0,89.0,78.0,78.0,132.0,92.0,95.0,25.534290669607362,86.625,11.0,11.0,,,4.280434782608696,32.00217391304348,8.240869565217391,17.695652173913043,36.28304347826087,98.17826086956521,24.2,51.1,3.7391304347826084,17.674285714285713,84.95142857142856,85.41761904761904,47.0,-0.5680647467311559,0.8229838658936564,0.0,
2021,44,2021-11-14,4,2021.0,48.0,76.0,0.0,0.0,0.0,0.0,0.0,1.0,15.96,16.73,85.13857142857144,0.4399999999999999,51.0,89.0,78.0,78.0,132.0,94.25,25.69533031505915,87.5,-38.0,-27.0,,,0.0004347826086956,4.280434782608696,32.00217391304348,8.240869565217391,4.280869565217391,62.219565217391306,0.01,24.2,0.4347826086956521,15.854285714285714,80.23857142857142,83.44285714285714,48.0,-0.4647231720437684,0.88545602565321,0.0,
2021,45,2021-11-21,4,2021.0,49.0,86.0,0.0017391304347826,0.02,0.0049102619010353,0.0,0.01,1.0,15.507142857142856,16.18,82.44142857142857,0.36,55.0,51.0,89.0,78.0,78.0,74.0,16.186414056238572,83.875,4.0,-34.0,,,0.0,0.0004347826086956,4.280434782608696,32.00217391304348,0.0021739130434782,44.52565217391304,0.0,0.01,0.0,15.96,85.13857142857144,82.60619047619048,49.0,-0.35460488704253595,0.9350162426854147,0.0,
2021,46,2021-11-28,4,2021.0,50.0,85.0,0.0008695652173913,0.01,0.0028810406552003,0.0,0.01,1.0,13.352857142857143,14.59,86.23,0.0,69.0,55.0,51.0,89.0,78.0,68.25,18.246004128758283,81.5,14.0,18.0,,,0.0017391304347826,0.0,0.0004347826086956,4.280434782608696,0.0026086956521739002,36.28565217391304,0.01,0.0,0.0,15.507142857142856,82.44142857142857,84.60333333333334,50.0,-0.2393156642875578,0.970941817426052,0.0,
2021,47,2021-12-05,4,2021.0,51.0,82.0,0.6082608695652174,2.5,0.8100373289597835,0.2608695652173913,2.5,1.0,15.138571428571428,15.85,82.7057142857143,0.79,64.0,69.0,55.0,51.0,89.0,66.0,17.165857586111578,80.5,-5.0,9.0,,,0.0008695652173913,0.0017391304347826,0.0,0.0004347826086956,0.6108695652173913,4.891739130434782,0.01,0.01,0.2608695652173913,13.352857142857143,86.23,83.79238095238095,51.0,-0.12053668025532363,0.992708874098054,0.0,
2021,48,2021-12-12,4,2021.0,52.0,138.0,0.0,0.0,0.0,0.0,0.0,1.0,13.29,15.21,71.79428571428572,0.1,76.0,64.0,69.0,55.0,51.0,59.75,8.220908303425542,77.0,12.0,7.0,,,0.6082608695652174,0.0008695652173913,0.0017391304347826,0.0,0.6091304347826088,0.6113043478260869,2.5,0.01,0.2608695652173913,15.138571428571428,82.7057142857143,80.24333333333334,52.0,6.432490598706546e-16,1.0,0.0,
2021,49,2021-12-19,4,2022.0,1.0,114.0,0.0,0.0,0.0,0.0,0.0,1.0,11.85,12.93,60.03857142857142,0.0,86.0,76.0,64.0,69.0,55.0,66.0,8.831760866327718,70.0,10.0,22.0,,,0.0,0.6082608695652174,0.0008695652173913,0.0017391304347826,0.6082608695652174,0.6108695652173913,0.0,2.5,0.2608695652173913,13.29,71.79428571428572,71.51285714285714,1.0,0.12053668025532305,0.992708874098054,0.0,78.0
2021,50,2021-12-26,4,2022.0,2.0,76.0,0.1804347826086956,4.01,0.8350801717683353,0.0434782608695652,4.0,1.0,10.344285714285714,10.85,75.36571428571428,0.3299999999999999,85.0,86.0,76.0,64.0,69.0,73.75,9.535023160258413,71.0,-1.0,9.0,,,0.0,0.0,0.6082608695652174,0.0008695652173913,0.1804347826086956,0.7913043478260869,0.0,0.0,0.0434782608695652,11.85,60.03857142857142,69.06619047619047,2.0,0.23931566428755774,0.970941817426052,0.0,102.0
2021,51,2022-01-02,4,2022.0,3.0,76.0,42.11869565217391,58.010000000000005,8.25935959676152,1.9130434782608696,42.2,1.0,9.93142857142857,10.72,77.40857142857143,27.630000000000003,82.0,85.0,86.0,76.0,64.0,77.75,10.210288928330955,71.875,-3.0,-4.0,,,0.1804347826086956,0.0,0.0,0.6082608695652174,42.299130434782604,42.90826086956522,4.0,0.0,1.9565217391304348,10.344285714285714,75.36571428571428,70.93761904761905,3.0,0.3546048870425356,0.9350162426854148,0.0,132.0
2021,52,2022-01-09,4,2022.0,4.0,60.0,0.0026086956521739,0.02,0.0054082355586371,0.0,0.01,1.0,11.888571428571428,13.45,72.69142857142857,0.32,138.0,82.0,85.0,86.0,76.0,82.25,4.499999999999745,71.0,56.0,53.0,,,42.11869565217391,0.1804347826086956,0.0,0.0,42.301739130434775,42.91,42.2,4.0,1.9565217391304348,9.93142857142857,77.40857142857143,75.15523809523809,4.0,0.4647231720437685,0.8854560256532099,0.0,111.0
2022,1,2022-01-16,4,2022.0,5.0,60.0,3.8634782608695657,13.6,4.1200282530978,0.782608695652174,13.6,1.0,10.55,12.24,75.42857142857143,1.58,114.0,138.0,82.0,85.0,86.0,97.75,26.887109674836086,81.875,-24.0,32.0,78.0,,0.0026086956521739,42.11869565217391,0.1804347826086956,0.0,45.98478260869565,46.16521739130435,0.01,42.2,2.6956521739130435,11.888571428571428,72.69142857142857,75.17619047619048,5.0,0.5680647467311558,0.8229838658936564,0.0,99.0
2022,2,2022-01-23,4,2022.0,6.0,45.0,4.699565217391305,22.700000000000003,7.000435361955498,0.7391304347826086,20.5,1.0,9.974285714285712,11.23,73.86,2.09,76.0,114.0,138.0,82.0,85.0,104.75,26.449637678677774,89.25,-38.0,-62.0,102.0,,3.8634782608695657,0.0026086956521739,42.11869565217391,0.1804347826086956,8.565652173913044,50.864782608695656,13.6,0.01,1.5217391304347827,10.55,75.42857142857143,73.99333333333334,6.0,0.6631226582407952,0.7485107481711011,0.0,147.0
2022,3,2022-01-30,4,2022.0,7.0,76.0,0.4343478260869565,3.93,0.9625337117447156,0.1304347826086956,3.4,1.0,8.541428571428572,10.14,76.60571428571428,0.69,76.0,76.0,114.0,138.0,82.0,102.5,28.95398648430525,90.125,0.0,-38.0,132.0,,4.699565217391305,3.8634782608695657,0.0026086956521739,42.11869565217391,8.997391304347826,51.29913043478261,20.5,13.6,1.6521739130434783,9.974285714285712,73.86,75.29809523809524,7.0,0.7485107481711011,0.6631226582407953,0.0,133.0
2022,4,2022-02-06,4,2022.0,8.0,120.0,43.88695652173913,63.92,11.539685845252226,2.0434782608695654,42.0,1.0,8.634285714285713,10.04,76.9057142857143,37.38,60.0,76.0,76.0,114.0,138.0,101.0,30.48496897379643,91.625,-16.0,-16.0,111.0,,0.4343478260869565,4.699565217391305,3.8634782608695657,0.0026086956521739,49.02086956521739,95.00565217391303,3.4,20.5,2.9130434782608696,8.541428571428572,76.60571428571428,75.79047619047618,8.0,0.8229838658936564,0.5680647467311558,0.0,201.0
2022,5,2022-02-13,4,2022.0,9.0,114.0,2.9778260869565214,18.4,4.822587910053857,0.391304347826087,18.4,1.0,10.065714285714284,11.02,74.95285714285716,0.06,60.0,60.0,76.0,76.0,114.0,81.5,22.941955743426302,89.625,0.0,-16.0,99.0,,43.88695652173913,0.4343478260869565,4.699565217391305,3.8634782608695657,47.299130434782604,55.86478260869565,42.0,3.4,2.5652173913043477,8.634285714285713,76.9057142857143,76.15476190476191,9.0,0.8854560256532098,0.4647231720437686,0.0,193.0
